period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,7765.08,0.00,0.0000,2562468347,84592323124,9719106522,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,11.79,0.00,0.0000,3873680,5920839,3271108,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,9.81,0.00,0.0000,202671806,1267257328,440091012,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,123.32,0.00,0.0000,1346083797,61679021,91975901,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,191598.50,0.00,0.0000,1187683927835,2075795678689,1411330931502,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,83685.89,0.00,0.0000,405016188272,900273385928,497078937085,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.41,0.00,0.0000,238,5129414,28010,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0.00,0.00,0.0000,1483,857,1057,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,35239.18,0.00,0.0000,77275400190695760,91378528045130768,82441490009787568,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,92798544377,612957136901,234517569467,0
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,72346.53,0.00,0.0000,790487815330,36211059499,144512626206,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,549.65,0.00,0.0000,381682,5988920284,43353267,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,5525.34,0.00,0.0000,60213256163,2768783795,11596535545,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,73.12,0.00,0.0000,798598255,36530792,163695513,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,1.17,0.00,0.0000,11807126,1545903221,130473177,7
2026-epoch-199,2026-08-17,2026-08-23,7,7,false,skeletonswap,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,76.83,0.00,0.0000,843711785,198188571190375,392377159380,7
